Date,Country,Name,Value
2023-01-01,Maldives,Brooms & Brusher of Other Fibers,200
2023-02-01,Maldives,Brooms & Brusher of Other Fibers,1036
2023-03-01,Maldives,Brooms & Brusher of Other Fibers,2515
2023-04-01,Maldives,Brooms & Brusher of Other Fibers,1618
2023-05-01,Maldives,Brooms & Brusher of Other Fibers,46
2023-06-01,Maldives,Brooms & Brusher of Other Fibers,5950
2023-07-01,Maldives,Brooms & Brusher of Other Fibers,8339
2023-08-01,Maldives,Brooms & Brusher of Other Fibers,1596
2023-09-01,Maldives,Brooms & Brusher of Other Fibers,2415
2023-10-01,Maldives,Brooms & Brusher of Other Fibers,565
2023-11-01,Maldives,Brooms & Brusher of Other Fibers,2227
2023-12-01,Maldives,Brooms & Brusher of Other Fibers,2504
2024-01-01,Maldives,Brooms & Brusher of Other Fibers,750
2024-02-01,Maldives,Brooms & Brusher of Other Fibers,2336
2024-03-01,Maldives,Brooms & Brusher of Other Fibers,1515
2024-04-01,Maldives,Brooms & Brusher of Other Fibers,1640
2024-05-01,Maldives,Brooms & Brusher of Other Fibers,656
2024-06-01,Maldives,Brooms & Brusher of Other Fibers,629
2024-07-01,Maldives,Brooms & Brusher of Other Fibers,1002
2024-08-01,Maldives,Brooms & Brusher of Other Fibers,3572
2024-09-01,Maldives,Brooms & Brusher of Other Fibers,112
2024-10-01,Maldives,Brooms & Brusher of Other Fibers,8112
2024-11-01,Maldives,Brooms & Brusher of Other Fibers,2647
2024-12-01,Maldives,Brooms & Brusher of Other Fibers,2391
2020-01-01,Maldives,Ceramics & Porcelain Products,12788
2020-02-01,Maldives,Ceramics & Porcelain Products,115586
2020-03-01,Maldives,Ceramics & Porcelain Products,1477
2020-04-01,Maldives,Ceramics & Porcelain Products,34
2020-05-01,Maldives,Ceramics & Porcelain Products,26454
2020-06-01,Maldives,Ceramics & Porcelain Products,45286
2020-07-01,Maldives,Ceramics & Porcelain Products,11227
2020-08-01,Maldives,Ceramics & Porcelain Products,348
2020-09-01,Maldives,Ceramics & Porcelain Products,5636
2020-10-01,Maldives,Ceramics & Porcelain Products,3207
2020-11-01,Maldives,Ceramics & Porcelain Products,963
2020-12-01,Maldives,Ceramics & Porcelain Products,3161
2021-01-01,Maldives,Ceramics & Porcelain Products,5232
2021-02-01,Maldives,Ceramics & Porcelain Products,14579
2021-03-01,Maldives,Ceramics & Porcelain Products,2651
2021-04-01,Maldives,Ceramics & Porcelain Products,8697
2021-05-01,Maldives,Ceramics & Porcelain Products,12519
2021-06-01,Maldives,Ceramics & Porcelain Products,17048
2021-07-01,Maldives,Ceramics & Porcelain Products,31217
2021-08-01,Maldives,Ceramics & Porcelain Products,18779
2021-09-01,Maldives,Ceramics & Porcelain Products,34263
2021-10-01,Maldives,Ceramics & Porcelain Products,9168
2021-11-01,Maldives,Ceramics & Porcelain Products,36267
2021-12-01,Maldives,Ceramics & Porcelain Products,63665
2022-01-01,Maldives,Ceramics & Porcelain Products,6286
2022-02-01,Maldives,Ceramics & Porcelain Products,8516
2022-03-01,Maldives,Ceramics & Porcelain Products,60799
2022-04-01,Maldives,Ceramics & Porcelain Products,23164
2022-05-01,Maldives,Ceramics & Porcelain Products,42011
2022-06-01,Maldives,Ceramics & Porcelain Products,47349
2022-07-01,Maldives,Ceramics & Porcelain Products,3447
2022-08-01,Maldives,Ceramics & Porcelain Products,23595
2022-09-01,Maldives,Ceramics & Porcelain Products,6571
2022-10-01,Maldives,Ceramics & Porcelain Products,28452
2022-11-01,Maldives,Ceramics & Porcelain Products,18105
2022-12-01,Maldives,Ceramics & Porcelain Products,35472
2023-01-01,Maldives,Ceramics & Porcelain Products,37313
2023-02-01,Maldives,Ceramics & Porcelain Products,20810
2023-03-01,Maldives,Ceramics & Porcelain Products,15687
2023-04-01,Maldives,Ceramics & Porcelain Products,23839
2023-05-01,Maldives,Ceramics & Porcelain Products,32927
2023-06-01,Maldives,Ceramics & Porcelain Products,6845
2023-07-01,Maldives,Ceramics & Porcelain Products,49312
2023-08-01,Maldives,Ceramics & Porcelain Products,22336
2023-09-01,Maldives,Ceramics & Porcelain Products,17701
2023-10-01,Maldives,Ceramics & Porcelain Products,24863
2023-11-01,Maldives,Ceramics & Porcelain Products,10142
2023-12-01,Maldives,Ceramics & Porcelain Products,43271
2024-01-01,Maldives,Ceramics & Porcelain Products,10715
2024-02-01,Maldives,Ceramics & Porcelain Products,17741
2024-03-01,Maldives,Ceramics & Porcelain Products,17631
2024-04-01,Maldives,Ceramics & Porcelain Products,11631
2024-05-01,Maldives,Ceramics & Porcelain Products,14026
2024-06-01,Maldives,Ceramics & Porcelain Products,20012
2024-07-01,Maldives,Ceramics & Porcelain Products,40068
2024-08-01,Maldives,Ceramics & Porcelain Products,18937
2024-09-01,Maldives,Ceramics & Porcelain Products,6514
2024-10-01,Maldives,Ceramics & Porcelain Products,22730
2024-11-01,Maldives,Ceramics & Porcelain Products,14681
2024-12-01,Maldives,Ceramics & Porcelain Products,40680
2020-01-01,Maldives,Chemical Products,677171
2020-02-01,Maldives,Chemical Products,494340
2020-03-01,Maldives,Chemical Products,410042
2020-04-01,Maldives,Chemical Products,185889
2020-05-01,Maldives,Chemical Products,260714
2020-06-01,Maldives,Chemical Products,840157
2020-07-01,Maldives,Chemical Products,438339
2020-08-01,Maldives,Chemical Products,351061
2020-09-01,Maldives,Chemical Products,413381
2020-10-01,Maldives,Chemical Products,429822
2020-11-01,Maldives,Chemical Products,564855
2020-12-01,Maldives,Chemical Products,442868
2021-01-01,Maldives,Chemical Products,503940
2021-02-01,Maldives,Chemical Products,655369
2021-03-01,Maldives,Chemical Products,571402
2021-04-01,Maldives,Chemical Products,350356
2021-05-01,Maldives,Chemical Products,580797
2021-06-01,Maldives,Chemical Products,504121
2021-07-01,Maldives,Chemical Products,550199
2021-08-01,Maldives,Chemical Products,360206
2021-09-01,Maldives,Chemical Products,776988
2021-10-01,Maldives,Chemical Products,708197
2021-11-01,Maldives,Chemical Products,558325
2021-12-01,Maldives,Chemical Products,567888
2022-01-01,Maldives,Chemical Products,529593
2022-02-01,Maldives,Chemical Products,551177
2022-03-01,Maldives,Chemical Products,693740
2022-04-01,Maldives,Chemical Products,381178
2022-05-01,Maldives,Chemical Products,454712
2022-06-01,Maldives,Chemical Products,838617
2022-07-01,Maldives,Chemical Products,631405
2022-08-01,Maldives,Chemical Products,905155
2022-09-01,Maldives,Chemical Products,751722
2022-10-01,Maldives,Chemical Products,587392
2022-11-01,Maldives,Chemical Products,693210
2022-12-01,Maldives,Chemical Products,726543
2023-01-01,Maldives,Chemical Products,625799
2023-02-01,Maldives,Chemical Products,921680
2023-03-01,Maldives,Chemical Products,836665
2023-04-01,Maldives,Chemical Products,501492
2023-05-01,Maldives,Chemical Products,720387
2023-06-01,Maldives,Chemical Products,973098
2023-07-01,Maldives,Chemical Products,557559
2023-08-01,Maldives,Chemical Products,871053
2023-09-01,Maldives,Chemical Products,787668
2023-10-01,Maldives,Chemical Products,649086
2023-11-01,Maldives,Chemical Products,781997
2023-12-01,Maldives,Chemical Products,634566
2024-01-01,Maldives,Chemical Products,639453
2024-02-01,Maldives,Chemical Products,923308
2024-03-01,Maldives,Chemical Products,808893
2024-04-01,Maldives,Chemical Products,625158
2024-05-01,Maldives,Chemical Products,804812
2024-06-01,Maldives,Chemical Products,826169
2024-07-01,Maldives,Chemical Products,842542
2024-08-01,Maldives,Chemical Products,1008525
2024-09-01,Maldives,Chemical Products,374989
2024-10-01,Maldives,Chemical Products,893108
2024-11-01,Maldives,Chemical Products,879379
2024-12-01,Maldives,Chemical Products,908344
2020-01-01,Maldives,Cinnamon,2595
2020-02-01,Maldives,Cinnamon,731
2020-03-01,Maldives,Cinnamon,1028
2020-04-01,Maldives,Cinnamon,6
2020-05-01,Maldives,Cinnamon,51
2020-06-01,Maldives,Cinnamon,941
2020-07-01,Maldives,Cinnamon,454
2020-08-01,Maldives,Cinnamon,304
2020-09-01,Maldives,Cinnamon,2148
2020-10-01,Maldives,Cinnamon,5
2020-11-01,Maldives,Cinnamon,226
2020-12-01,Maldives,Cinnamon,398
2021-01-01,Maldives,Cinnamon,1247
2021-02-01,Maldives,Cinnamon,1562
2021-03-01,Maldives,Cinnamon,993
2021-04-01,Maldives,Cinnamon,407
2021-05-01,Maldives,Cinnamon,216
2021-06-01,Maldives,Cinnamon,373
2021-07-01,Maldives,Cinnamon,852
2021-08-01,Maldives,Cinnamon,2403
2021-09-01,Maldives,Cinnamon,1030
2021-10-01,Maldives,Cinnamon,1143
2021-11-01,Maldives,Cinnamon,2321
2021-12-01,Maldives,Cinnamon,7968
2022-01-01,Maldives,Cinnamon,2156
2022-02-01,Maldives,Cinnamon,859
2022-03-01,Maldives,Cinnamon,1178
2022-04-01,Maldives,Cinnamon,599
2022-05-01,Maldives,Cinnamon,820
2022-06-01,Maldives,Cinnamon,1488
2022-07-01,Maldives,Cinnamon,554
2022-08-01,Maldives,Cinnamon,2125
2022-09-01,Maldives,Cinnamon,525
2022-10-01,Maldives,Cinnamon,2267
2022-11-01,Maldives,Cinnamon,1327
2022-12-01,Maldives,Cinnamon,2630
2023-01-01,Maldives,Cinnamon,1855
2023-02-01,Maldives,Cinnamon,3644
2023-03-01,Maldives,Cinnamon,2762
2023-04-01,Maldives,Cinnamon,1148
2023-05-01,Maldives,Cinnamon,2431
2023-06-01,Maldives,Cinnamon,4710
2023-07-01,Maldives,Cinnamon,1500
2023-08-01,Maldives,Cinnamon,2861
2023-09-01,Maldives,Cinnamon,3199
2023-10-01,Maldives,Cinnamon,1883
2023-11-01,Maldives,Cinnamon,4483
2023-12-01,Maldives,Cinnamon,4140
2024-01-01,Maldives,Cinnamon,1282
2024-02-01,Maldives,Cinnamon,3121
2024-03-01,Maldives,Cinnamon,2928
2024-04-01,Maldives,Cinnamon,1476
2024-05-01,Maldives,Cinnamon,512
2024-06-01,Maldives,Cinnamon,2887
2024-07-01,Maldives,Cinnamon,1563
2024-08-01,Maldives,Cinnamon,1412
2024-09-01,Maldives,Cinnamon,2937
2024-10-01,Maldives,Cinnamon,758
2024-11-01,Maldives,Cinnamon,992
2024-12-01,Maldives,Cinnamon,1345
2020-01-01,Maldives,Cloves,18747
2020-02-01,Maldives,Cloves,13464
2020-03-01,Maldives,Cloves,11046
2020-04-01,Maldives,Cloves,7977.5
2020-05-01,Maldives,Cloves,4909
2020-06-01,Maldives,Cloves,22549
2020-07-01,Maldives,Cloves,8751
2020-08-01,Maldives,Cloves,19805
2020-09-01,Maldives,Cloves,10234
2020-10-01,Maldives,Cloves,27723
2020-11-01,Maldives,Cloves,17784
2020-12-01,Maldives,Cloves,13286
2021-01-01,Maldives,Cloves,13971
2021-02-01,Maldives,Cloves,23966
2021-03-01,Maldives,Cloves,10865
2021-04-01,Maldives,Cloves,122
2021-05-01,Maldives,Cloves,23582
2021-06-01,Maldives,Cloves,1
2021-07-01,Maldives,Cloves,22270
2021-08-01,Maldives,Cloves,44874
2021-09-01,Maldives,Cloves,20879
2021-10-01,Maldives,Cloves,10110
2021-11-01,Maldives,Cloves,10599
2021-12-01,Maldives,Cloves,8730
2022-01-01,Maldives,Cloves,11394
2022-02-01,Maldives,Cloves,27357
2022-03-01,Maldives,Cloves,2837
2022-04-01,Maldives,Cloves,11714
2022-05-01,Maldives,Cloves,6399
2022-06-01,Maldives,Cloves,32109
2022-07-01,Maldives,Cloves,5921
2022-08-01,Maldives,Cloves,21050
2022-09-01,Maldives,Cloves,15165
2022-10-01,Maldives,Cloves,23856
2022-11-01,Maldives,Cloves,6261
2022-12-01,Maldives,Cloves,24126
2023-01-01,Maldives,Cloves,24858
2023-02-01,Maldives,Cloves,148
2023-03-01,Maldives,Cloves,19195
2023-04-01,Maldives,Cloves,3478
2023-05-01,Maldives,Cloves,30745
2023-06-01,Maldives,Cloves,19922
2023-07-01,Maldives,Cloves,5554
2023-08-01,Maldives,Cloves,64514
2023-09-01,Maldives,Cloves,17684
2023-10-01,Maldives,Cloves,30352
2023-11-01,Maldives,Cloves,23722
2023-12-01,Maldives,Cloves,104
2024-01-01,Maldives,Cloves,5808
2024-02-01,Maldives,Cloves,24072
2024-03-01,Maldives,Cloves,22086
2024-04-01,Maldives,Cloves,19107
2024-05-01,Maldives,Cloves,32845
2024-06-01,Maldives,Cloves,36536
2024-07-01,Maldives,Cloves,9152
2024-08-01,Maldives,Cloves,14369
2024-09-01,Maldives,Cloves,24673
2024-10-01,Maldives,Cloves,14759
2024-11-01,Maldives,Cloves,5036
2024-12-01,Maldives,Cloves,16636
2020-01-01,Maldives,Coconut Fiber Products,7587
2020-02-01,Maldives,Coconut Fiber Products,4534
2020-03-01,Maldives,Coconut Fiber Products,3059
2020-04-01,Maldives,Coconut Fiber Products,4744.5
2020-05-01,Maldives,Coconut Fiber Products,6430
2020-06-01,Maldives,Coconut Fiber Products,11221
2020-07-01,Maldives,Coconut Fiber Products,14045
2020-08-01,Maldives,Coconut Fiber Products,16
2020-09-01,Maldives,Coconut Fiber Products,351
2020-10-01,Maldives,Coconut Fiber Products,8294
2020-11-01,Maldives,Coconut Fiber Products,6278.5
2020-12-01,Maldives,Coconut Fiber Products,4263
2021-01-01,Maldives,Coconut Fiber Products,6480
2021-02-01,Maldives,Coconut Fiber Products,6563
2021-03-01,Maldives,Coconut Fiber Products,6646
2021-04-01,Maldives,Coconut Fiber Products,12097
2021-05-01,Maldives,Coconut Fiber Products,5790
2021-06-01,Maldives,Coconut Fiber Products,5775
2021-07-01,Maldives,Coconut Fiber Products,6088
2021-08-01,Maldives,Coconut Fiber Products,10503
2021-09-01,Maldives,Coconut Fiber Products,2823
2021-10-01,Maldives,Coconut Fiber Products,7384
2021-11-01,Maldives,Coconut Fiber Products,2212
2021-12-01,Maldives,Coconut Fiber Products,2505.333333
2022-01-01,Maldives,Coconut Fiber Products,2798.666667
2022-02-01,Maldives,Coconut Fiber Products,3092
2022-03-01,Maldives,Coconut Fiber Products,2365
2022-04-01,Maldives,Coconut Fiber Products,3291
2022-05-01,Maldives,Coconut Fiber Products,7438
2022-06-01,Maldives,Coconut Fiber Products,2237
2022-07-01,Maldives,Coconut Fiber Products,3127
2022-08-01,Maldives,Coconut Fiber Products,3262
2022-09-01,Maldives,Coconut Fiber Products,9691
2022-10-01,Maldives,Coconut Fiber Products,7478
2022-11-01,Maldives,Coconut Fiber Products,5460
2022-12-01,Maldives,Coconut Fiber Products,6959
2023-01-01,Maldives,Coconut Fiber Products,54986
2023-02-01,Maldives,Coconut Fiber Products,30347
2023-03-01,Maldives,Coconut Fiber Products,5708
2023-04-01,Maldives,Coconut Fiber Products,10597
2023-05-01,Maldives,Coconut Fiber Products,13226
2023-06-01,Maldives,Coconut Fiber Products,15855
2023-07-01,Maldives,Coconut Fiber Products,8383
2023-08-01,Maldives,Coconut Fiber Products,12320
2023-09-01,Maldives,Coconut Fiber Products,8959
2023-10-01,Maldives,Coconut Fiber Products,12365
2023-11-01,Maldives,Coconut Fiber Products,1107
2023-12-01,Maldives,Coconut Fiber Products,8264
2024-01-01,Maldives,Coconut Fiber Products,19607
2024-02-01,Maldives,Coconut Fiber Products,17893
2024-03-01,Maldives,Coconut Fiber Products,6795
2024-04-01,Maldives,Coconut Fiber Products,27211
2024-05-01,Maldives,Coconut Fiber Products,14370
2024-06-01,Maldives,Coconut Fiber Products,4898
2024-07-01,Maldives,Coconut Fiber Products,64887
2024-08-01,Maldives,Coconut Fiber Products,17951
2024-09-01,Maldives,Coconut Fiber Products,7274
2024-10-01,Maldives,Coconut Fiber Products,14230
2024-11-01,Maldives,Coconut Fiber Products,11942
2024-12-01,Maldives,Coconut Fiber Products,7062
2020-01-01,Maldives,Coconut Kernel Products,54967
2020-02-01,Maldives,Coconut Kernel Products,100008
2020-03-01,Maldives,Coconut Kernel Products,100488
2020-04-01,Maldives,Coconut Kernel Products,501
2020-05-01,Maldives,Coconut Kernel Products,35809
2020-06-01,Maldives,Coconut Kernel Products,47829
2020-07-01,Maldives,Coconut Kernel Products,57555
2020-08-01,Maldives,Coconut Kernel Products,31644
2020-09-01,Maldives,Coconut Kernel Products,43366
2020-10-01,Maldives,Coconut Kernel Products,2024
2020-11-01,Maldives,Coconut Kernel Products,44855
2020-12-01,Maldives,Coconut Kernel Products,94146
2021-01-01,Maldives,Coconut Kernel Products,101195
2021-02-01,Maldives,Coconut Kernel Products,60706
2021-03-01,Maldives,Coconut Kernel Products,180068
2021-04-01,Maldives,Coconut Kernel Products,52865
2021-05-01,Maldives,Coconut Kernel Products,63090
2021-06-01,Maldives,Coconut Kernel Products,65590
2021-07-01,Maldives,Coconut Kernel Products,55539
2021-08-01,Maldives,Coconut Kernel Products,57303
2021-09-01,Maldives,Coconut Kernel Products,33148
2021-10-01,Maldives,Coconut Kernel Products,107861
2021-11-01,Maldives,Coconut Kernel Products,137194
2021-12-01,Maldives,Coconut Kernel Products,94487
2022-01-01,Maldives,Coconut Kernel Products,88353
2022-02-01,Maldives,Coconut Kernel Products,166685
2022-03-01,Maldives,Coconut Kernel Products,100405
2022-04-01,Maldives,Coconut Kernel Products,80967
2022-05-01,Maldives,Coconut Kernel Products,142713
2022-06-01,Maldives,Coconut Kernel Products,148269
2022-07-01,Maldives,Coconut Kernel Products,102829
2022-08-01,Maldives,Coconut Kernel Products,63424
2022-09-01,Maldives,Coconut Kernel Products,184877
2022-10-01,Maldives,Coconut Kernel Products,91985
2022-11-01,Maldives,Coconut Kernel Products,123677
2022-12-01,Maldives,Coconut Kernel Products,152984
2023-01-01,Maldives,Coconut Kernel Products,192180
2023-02-01,Maldives,Coconut Kernel Products,176177
2023-03-01,Maldives,Coconut Kernel Products,211805
2023-04-01,Maldives,Coconut Kernel Products,25075
2023-05-01,Maldives,Coconut Kernel Products,149370
2023-06-01,Maldives,Coconut Kernel Products,71102
2023-07-01,Maldives,Coconut Kernel Products,72796
2023-08-01,Maldives,Coconut Kernel Products,104183
2023-09-01,Maldives,Coconut Kernel Products,214625
2023-10-01,Maldives,Coconut Kernel Products,125247
2023-11-01,Maldives,Coconut Kernel Products,158702
2023-12-01,Maldives,Coconut Kernel Products,113607
2024-01-01,Maldives,Coconut Kernel Products,89470
2024-02-01,Maldives,Coconut Kernel Products,86671
2024-03-01,Maldives,Coconut Kernel Products,113035
2024-04-01,Maldives,Coconut Kernel Products,51276
2024-05-01,Maldives,Coconut Kernel Products,151457
2024-06-01,Maldives,Coconut Kernel Products,50902
2024-07-01,Maldives,Coconut Kernel Products,88448
2024-08-01,Maldives,Coconut Kernel Products,118443
2024-09-01,Maldives,Coconut Kernel Products,143862
2024-10-01,Maldives,Coconut Kernel Products,271607
2024-11-01,Maldives,Coconut Kernel Products,139573
2024-12-01,Maldives,Coconut Kernel Products,14361
2020-01-01,Maldives,Coffee,8108
2020-02-01,Maldives,Coffee,81
2020-03-01,Maldives,Coffee,5110
2020-04-01,Maldives,Coffee,3965.75
2020-05-01,Maldives,Coffee,2821.5
2020-06-01,Maldives,Coffee,1677.25
2020-07-01,Maldives,Coffee,533
2020-08-01,Maldives,Coffee,219
2020-09-01,Maldives,Coffee,214
2020-10-01,Maldives,Coffee,209
2020-11-01,Maldives,Coffee,930
2020-12-01,Maldives,Coffee,1
2021-01-01,Maldives,Coffee,3588
2021-02-01,Maldives,Coffee,6247
2021-03-01,Maldives,Coffee,4299
2021-04-01,Maldives,Coffee,5042
2021-05-01,Maldives,Coffee,3920
2021-06-01,Maldives,Coffee,1526
2021-07-01,Maldives,Coffee,1864
2021-08-01,Maldives,Coffee,2714
2021-09-01,Maldives,Coffee,3656
2021-10-01,Maldives,Coffee,2999
2021-11-01,Maldives,Coffee,5995
2021-12-01,Maldives,Coffee,3429
2022-01-01,Maldives,Coffee,4115
2022-02-01,Maldives,Coffee,6055
2022-03-01,Maldives,Coffee,4514
2022-04-01,Maldives,Coffee,2245
2022-05-01,Maldives,Coffee,1877
2022-06-01,Maldives,Coffee,4069
2022-07-01,Maldives,Coffee,4326
2022-08-01,Maldives,Coffee,2672
2022-09-01,Maldives,Coffee,3745
2022-10-01,Maldives,Coffee,147
2022-11-01,Maldives,Coffee,5225
2022-12-01,Maldives,Coffee,5966
2023-01-01,Maldives,Coffee,6189
2023-02-01,Maldives,Coffee,5958
2023-03-01,Maldives,Coffee,2526
2023-04-01,Maldives,Coffee,3805
2023-05-01,Maldives,Coffee,4215
2023-06-01,Maldives,Coffee,560
2023-07-01,Maldives,Coffee,432
2023-08-01,Maldives,Coffee,584
2023-09-01,Maldives,Coffee,2035
2023-10-01,Maldives,Coffee,6423
2023-11-01,Maldives,Coffee,5999
2023-12-01,Maldives,Coffee,7483
2024-01-01,Maldives,Coffee,7513
2024-02-01,Maldives,Coffee,6016
2024-03-01,Maldives,Coffee,5924
2024-04-01,Maldives,Coffee,941
2024-05-01,Maldives,Coffee,4843
2024-06-01,Maldives,Coffee,12011
2024-07-01,Maldives,Coffee,3660
2024-08-01,Maldives,Coffee,7239
2024-09-01,Maldives,Coffee,4000
2024-10-01,Maldives,Coffee,4682
2024-11-01,Maldives,Coffee,3959
2024-12-01,Maldives,Coffee,4108
2020-01-01,Maldives,Condiments,2858
2020-02-01,Maldives,Condiments,1073
2020-03-01,Maldives,Condiments,769
2020-04-01,Maldives,Condiments,2
2020-05-01,Maldives,Condiments,168
2020-06-01,Maldives,Condiments,2162
2020-07-01,Maldives,Condiments,224
2020-08-01,Maldives,Condiments,1282
2020-09-01,Maldives,Condiments,2340
2020-10-01,Maldives,Condiments,176
2020-11-01,Maldives,Condiments,2472
2020-12-01,Maldives,Condiments,677
2021-01-01,Maldives,Condiments,633
2021-02-01,Maldives,Condiments,3973
2021-03-01,Maldives,Condiments,1851
2021-04-01,Maldives,Condiments,702
2021-05-01,Maldives,Condiments,125
2021-06-01,Maldives,Condiments,95
2021-07-01,Maldives,Condiments,242
2021-08-01,Maldives,Condiments,1193
2021-09-01,Maldives,Condiments,1228
2021-10-01,Maldives,Condiments,472
2021-11-01,Maldives,Condiments,800
2021-12-01,Maldives,Condiments,2115
2022-01-01,Maldives,Condiments,664
2022-02-01,Maldives,Condiments,753
2022-03-01,Maldives,Condiments,1136
2022-04-01,Maldives,Condiments,496
2022-05-01,Maldives,Condiments,2116
2022-06-01,Maldives,Condiments,1457
2022-07-01,Maldives,Condiments,722
2022-08-01,Maldives,Condiments,1448
2022-09-01,Maldives,Condiments,1349
2022-10-01,Maldives,Condiments,1153
2022-11-01,Maldives,Condiments,3189
2022-12-01,Maldives,Condiments,3752
2023-01-01,Maldives,Condiments,2271
2023-02-01,Maldives,Condiments,2086
2023-03-01,Maldives,Condiments,2238
2023-04-01,Maldives,Condiments,1506
2023-05-01,Maldives,Condiments,1514
2023-06-01,Maldives,Condiments,1457
2023-07-01,Maldives,Condiments,1316
2023-08-01,Maldives,Condiments,17954
2023-09-01,Maldives,Condiments,959
2023-10-01,Maldives,Condiments,3116
2023-11-01,Maldives,Condiments,3285
2023-12-01,Maldives,Condiments,14989
2024-01-01,Maldives,Condiments,10435
2024-02-01,Maldives,Condiments,8801
2024-03-01,Maldives,Condiments,8057
2024-04-01,Maldives,Condiments,1141
2024-05-01,Maldives,Condiments,4502
2024-06-01,Maldives,Condiments,2615
2024-07-01,Maldives,Condiments,1666
2024-08-01,Maldives,Condiments,1545
2024-09-01,Maldives,Condiments,4256
2024-10-01,Maldives,Condiments,1319
2024-11-01,Maldives,Condiments,755
2024-12-01,Maldives,Condiments,10451
2020-01-01,Maldives,Edible Fish Products,557768
2020-02-01,Maldives,Edible Fish Products,266910
2020-03-01,Maldives,Edible Fish Products,161531
2020-04-01,Maldives,Edible Fish Products,5011
2020-05-01,Maldives,Edible Fish Products,10919
2020-06-01,Maldives,Edible Fish Products,34832
2020-07-01,Maldives,Edible Fish Products,13949
2020-08-01,Maldives,Edible Fish Products,16374
2020-09-01,Maldives,Edible Fish Products,27545
2020-10-01,Maldives,Edible Fish Products,64959
2020-11-01,Maldives,Edible Fish Products,46240
2020-12-01,Maldives,Edible Fish Products,160290
2021-01-01,Maldives,Edible Fish Products,256035
2021-02-01,Maldives,Edible Fish Products,141975
2021-03-01,Maldives,Edible Fish Products,323709
2021-04-01,Maldives,Edible Fish Products,232839
2021-05-01,Maldives,Edible Fish Products,186173
2021-06-01,Maldives,Edible Fish Products,140092
2021-07-01,Maldives,Edible Fish Products,372433
2021-08-01,Maldives,Edible Fish Products,176297
2021-09-01,Maldives,Edible Fish Products,157039
2021-10-01,Maldives,Edible Fish Products,195140
2021-11-01,Maldives,Edible Fish Products,355584
2021-12-01,Maldives,Edible Fish Products,275951
2022-01-01,Maldives,Edible Fish Products,203795
2022-02-01,Maldives,Edible Fish Products,114857
2022-03-01,Maldives,Edible Fish Products,144445
2022-04-01,Maldives,Edible Fish Products,108189
2022-05-01,Maldives,Edible Fish Products,104558
2022-06-01,Maldives,Edible Fish Products,129209
2022-07-01,Maldives,Edible Fish Products,75729
2022-08-01,Maldives,Edible Fish Products,198866
2022-09-01,Maldives,Edible Fish Products,103273
2022-10-01,Maldives,Edible Fish Products,150912
2022-11-01,Maldives,Edible Fish Products,190703
2022-12-01,Maldives,Edible Fish Products,131616
2023-01-01,Maldives,Edible Fish Products,153517
2023-02-01,Maldives,Edible Fish Products,137469
2023-03-01,Maldives,Edible Fish Products,197411
2023-04-01,Maldives,Edible Fish Products,152344
2023-05-01,Maldives,Edible Fish Products,279120
2023-06-01,Maldives,Edible Fish Products,93729
2023-07-01,Maldives,Edible Fish Products,71024
2023-08-01,Maldives,Edible Fish Products,162211
2023-09-01,Maldives,Edible Fish Products,154463
2023-10-01,Maldives,Edible Fish Products,134278
2023-11-01,Maldives,Edible Fish Products,183662
2023-12-01,Maldives,Edible Fish Products,284717
2024-01-01,Maldives,Edible Fish Products,178247
2024-02-01,Maldives,Edible Fish Products,247329
2024-03-01,Maldives,Edible Fish Products,177420
2024-04-01,Maldives,Edible Fish Products,179625
2024-05-01,Maldives,Edible Fish Products,117985
2024-06-01,Maldives,Edible Fish Products,112012
2024-07-01,Maldives,Edible Fish Products,142330
2024-08-01,Maldives,Edible Fish Products,196154
2024-09-01,Maldives,Edible Fish Products,113642
2024-10-01,Maldives,Edible Fish Products,136682
2024-11-01,Maldives,Edible Fish Products,70787
2024-12-01,Maldives,Edible Fish Products,162652
2020-01-01,Maldives,Electrical & Electronic Products,1942366
2020-02-01,Maldives,Electrical & Electronic Products,1205460
2020-03-01,Maldives,Electrical & Electronic Products,496661
2020-04-01,Maldives,Electrical & Electronic Products,502168
2020-05-01,Maldives,Electrical & Electronic Products,473533
2020-06-01,Maldives,Electrical & Electronic Products,1449044
2020-07-01,Maldives,Electrical & Electronic Products,876744
2020-08-01,Maldives,Electrical & Electronic Products,522192
2020-09-01,Maldives,Electrical & Electronic Products,1020246
2020-10-01,Maldives,Electrical & Electronic Products,577092
2020-11-01,Maldives,Electrical & Electronic Products,1443922
2020-12-01,Maldives,Electrical & Electronic Products,732174
2021-01-01,Maldives,Electrical & Electronic Products,790195
2021-02-01,Maldives,Electrical & Electronic Products,683758
2021-03-01,Maldives,Electrical & Electronic Products,1341093
2021-04-01,Maldives,Electrical & Electronic Products,485404
2021-05-01,Maldives,Electrical & Electronic Products,968047
2021-06-01,Maldives,Electrical & Electronic Products,1111084
2021-07-01,Maldives,Electrical & Electronic Products,1834903
2021-08-01,Maldives,Electrical & Electronic Products,1353345
2021-09-01,Maldives,Electrical & Electronic Products,900325
2021-10-01,Maldives,Electrical & Electronic Products,1700423
2021-11-01,Maldives,Electrical & Electronic Products,1641065
2021-12-01,Maldives,Electrical & Electronic Products,1398726
2022-01-01,Maldives,Electrical & Electronic Products,1802773
2022-02-01,Maldives,Electrical & Electronic Products,1829803
